avg_caption_lenght,avg_comment_length,has_url_in_bio,has_profile_picture,has_highlight_reels,post_count,follower_count,following_count,engagement_page_rate,fake_followers_count,bio_length,avg_like_count,avg_comment_count,post_type,caption_length,hashtag_count,hashtag_rate,comment_count,like_count,view_count,label
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1792,13,46.1538,584,9575,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1978,13,30.7692,304,6561,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,246,10,20,221,6090,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,941,10,20,323,9225,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,704,9,11.1111,781,12999,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,289,6,33.3333,70,6170,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,198,6,16.6667,35,4593,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,916,13,30.7692,411,16383,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,837,10,50,85,4797,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,749,10,30,59,4215,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,155,9,22.2222,511,9178,123560,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1202,12,25,419,7716,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,84,8,25,23,5405,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,754,8,25,199,7156,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,516,8,0,164,6401,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,220,11,45.4545,21,1821,17688,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,272,11,27.2727,224,10192,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,2113,8,25,524,14717,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,152,9,22.2222,3097,26615,325152,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,796,14,21.4286,49,4063,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,67,10,0,132,7447,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,852,11,36.3636,1299,16131,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,78,8,25,49,3154,32530,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,612,10,50,15,1840,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,141,10,30,182,7262,62851,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,301,9,44.4444,125,6873,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,414,8,37.5,144,2843,29157,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,244,9,22.2222,124,2077,37700,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,672,10,50,99,5056,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,866,12,33.3333,124,8282,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,450,9,44.4444,236,8497,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,502,10,10,68,4264,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1174,10,40,246,9776,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,791,8,25,86,5601,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,295,8,25,0,1851,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,394,9,22.2222,612,11895,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,111,6,16.6667,676,12847,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,579,15,40,37,5430,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,376,9,11.1111,773,17127,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,737,12,25,668,10344,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,2026,8,12.5,40,6506,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,337,8,25,129,2786,55985,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1054,13,46.1538,1638,13491,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,722,11,27.2727,437,14856,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,748,10,30,64,4096,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,240,12,33.3333,713,18048,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,465,13,30.7692,1374,22352,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,370,9,33.3333,124,4820,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,777,12,41.6667,462,14172,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,800,12,33.3333,841,24534,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,299,11,18.1818,299,11616,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,436,10,60,426,11553,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,100,11,45.4545,1917,26027,251556,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,265,9,33.3333,566,14691,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,740,11,27.2727,53,4438,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,317,13,23.0769,294,8620,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,149,13,46.1538,731,20429,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,1642,9,22.2222,881,13518,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,120,13,46.1538,1381,19159,304717,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,324,10,20,0,5150,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,590,8,25,4,2167,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,1295,8,12.5,0,5652,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,313,10,40,324,12556,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,3,369,7,28.5714,249,9012,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,2,240,8,0,731,7856,131133,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,433,6,0,1633,12391,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,512,10,10,31,3209,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,199,7,14.2857,67,4350,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,448,9,44.4444,63,4505,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,648,6,33.3333,58,2633,0,1
708,56,0,1,1,15986,723120,4,1.34,192,83,9660,284,1,627,7,14.2857,0,3815,0,1
